date,value,site_no,station_nm,lat,lon
2024-03-21,4.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-22,4.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-23,3.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-24,6.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-25,3.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-26,3.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-27,7.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-28,4.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-29,2.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-30,3.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-03-31,4.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-01,5.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-02,9.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-03,5.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-04,5.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-05,5.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-06,5.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-07,8.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-08,3.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-09,5.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-10,5.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-11,4.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-12,9.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-13,5.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-14,3.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-15,6.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-16,10.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-17,15.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-18,23.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-19,27.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-20,12.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-21,14.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-22,11.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-23,10.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-24,11.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-25,10.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-26,9.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-27,6.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-28,4.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-29,4.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-04-30,3.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-01,11.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-02,10.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-03,5.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-04,3.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-05,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-06,0.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-07,1.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-08,3.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-09,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-10,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-11,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-12,1.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-13,1.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-14,1.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-15,1.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-16,2.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-17,1.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-18,3.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-19,3.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-20,3.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-21,2.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-22,3.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-23,2.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-24,1.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-25,2.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-26,1.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-27,2.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-28,1.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-29,2.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-30,1.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-05-31,2.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-01,1.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-02,3.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-03,1.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-04,1.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-05,2.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-06,1.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-07,1.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-08,2.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-09,2.9,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-10,2.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-11,1.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-12,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-13,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-14,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-15,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-16,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-17,1.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-18,1.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-19,1.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-20,3.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-22,1.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-23,4.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-25,5.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-26,1.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-27,2.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-28,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-29,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-06-30,1.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-01,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-02,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-03,0.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-04,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-05,0.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-06,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-07,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-08,0.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-09,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-10,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-11,0.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-12,0.1,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-13,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-14,0.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-15,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-16,0.2,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-17,1.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-18,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-19,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-20,1.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-21,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-22,1.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-23,0.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-24,1.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-25,0.6,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-26,1.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-27,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-28,0.7,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-07-29,2.5,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-07,3.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-08,5.0,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-09,3.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-10,4.4,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-11,3.8,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-12,2.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
2024-08-13,1.3,14149011,MF WILLAMETTE R BLW LOOKOUT POINT DAM NR LOWELL OR,43.91378056,-122.7556472
